wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
9,5,3,12,25,0,3,9,8,0.6875,202,1.0,0,0.83333333300000001,0.29629629600000001,0,0,20.777777780000001,4,1.1111,0
5,3,4,11,11,10,4,7,1,2.0,33,0.0,0,0.96551724099999992,0.44,0,0,5.5999999999999996,1,0.20000000000000001,1
18,1,0,3,27,97,0,3,17,0.77450980400000002,165,1.0,0,0.0,0.17222222199999998,0,0,7.8333333329999997,1,0.83330000000000004,0
6,3,0,7,34,15,1,7,2,2.0,138,0.0,0,0.80769230800000003,0.41666666700000005,0,0,22.0,2,1.0,0
6,2,0,2,9,9,1,1,6,0.20000000000000001,41,1.0,0,0.5,0.5,0,0,5.6666666670000003,2,0.83330000000000004,0
2,0,0,5,10,1,1,4,2,2.0,58,0.0,0,0.0,0.75,0,0,28.0,1,0.5,0
10,1,2,9,18,9,4,7,10,0.66666666699999999,86,1.0,3,0.0,0.28571428600000004,0,0,7.2999999999999998,3,1.2,0
3,3,0,12,17,3,0,12,1,2.0,67,0.0,0,0.94594594599999993,0.66666666699999999,1,3,21.333333329999999,1,0.66669999999999996,0
6,1,0,4,10,0,1,3,6,0.59999999999999998,46,1.0,0,0.0,0.33333333300000001,0,0,6.1666666670000003,1,0.83330000000000004,0
3,3,0,2,4,1,1,1,3,0.5,15,1.0,0,0.81818181800000001,0.66666666699999999,0,0,3.6666666669999999,1,0.66669999999999996,0
9,1,0,7,9,36,4,3,9,2.0,9,0.0,0,0.0,0.311111111,0,0,0.0,1,1.0,0
120,1,0,38,200,6646,14,28,113,0.97334558799999993,1370,0.9375,2,0.0,0.081822202999999996,0,0,9.8833333329999995,33,1.5417000000000001,0
11,3,0,4,15,35,1,4,10,0.20000000000000001,62,1.0,0,0.79545454500000001,0.590909091,2,5,4.5454545450000001,1,0.81820000000000004,0
20,2,0,8,30,144,2,8,20,0.87969924799999999,148,1.0,0,0.58536585399999996,0.20624999999999999,0,0,6.0499999999999998,2,0.94999999999999996,0
15,2,0,8,17,99,3,7,15,0.76190476200000001,89,1.0,3,0.70212766000000004,0.25333333299999999,1,20,4.733333333,1,0.93330000000000002,0
5,3,0,6,9,8,1,6,4,0.75,36,1.0,0,0.89743589700000004,0.40000000000000002,1,1,6.0,1,0.80000000000000004,0
4,1,0,6,7,4,1,5,4,0.33333333300000001,22,1.0,0,0.0,0.5,0,0,4.25,1,0.75,0
4,2,0,3,7,4,2,1,2,0.96296296299999995,111,0.111111111,9,0.85714285700000004,0.44444444399999999,1,1,24.5,1,0.5,0
10,2,0,73,24,41,72,2,8,0.97777777799999999,259,0.20000000000000001,9,0.59999999999999998,0.37037037,1,1,23.899999999999999,4,1.8,0
29,1,0,18,57,314,3,17,27,0.92063492099999999,201,1.0,2,0.0,0.14482758600000001,0,0,5.6206896549999996,2,0.96550000000000002,0
4,0,1,7,7,4,5,2,4,0.66666666699999999,24,1.0,0,0.0,0.5,0,0,4.75,1,0.5,0
53,2,1,24,87,1296,9,19,44,0.68461538499999997,614,1.0,3,0.215384615,0.24056603800000001,1,1,10.490566039999999,9,1.2642,1
6,2,2,6,12,0,2,4,4,0.0,38,1.0,0,0.73684210500000002,0.66666666699999999,1,1,5.1666666670000003,1,0.83330000000000004,0
5,3,0,4,10,8,1,4,4,0.5,36,1.0,0,0.92105263199999998,0.35999999999999999,1,2,6.0,1,0.59999999999999998,0
9,1,7,11,17,24,7,4,5,0.375,125,1.0,2,0.0,0.44444444399999999,0,0,12.66666667,2,1.0,0
3,5,0,4,10,0,1,3,3,0.5,34,1.0,1,0.89473684200000003,0.55555555600000006,0,0,9.6666666670000012,1,0.66669999999999996,1
3,1,0,6,6,3,4,2,2,2.0,23,0.0,0,0.0,0.83333333300000001,0,0,6.6666666670000003,2,1.0,0
11,1,2,10,28,49,4,8,9,0.59999999999999998,118,1.0,0,0.0,0.25974026,0,0,9.6363636360000005,2,1.0,0
2,3,0,4,4,1,0,4,1,2.0,9,0.0,0,0.92307692299999999,0.75,1,1,3.5,1,0.5,1
5,3,0,9,21,0,1,8,4,0.875,106,0.5,1,0.88,0.4375,0,0,19.399999999999999,1,0.59999999999999998,1
3,1,0,2,15,3,1,1,0,2.0,63,0.0,0,0.0,0.5,0,0,20.0,1,0.66669999999999996,0
2,1,0,9,2,1,8,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
7,3,0,8,13,0,3,5,5,0.16666666699999999,41,1.0,1,0.81481481499999997,0.47619047600000003,1,1,4.7142857139999998,1,0.71430000000000005,1
1,1,0,7,1,0,5,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
20,1,0,16,20,190,3,14,20,2.0,20,0.0,0,0.0,0.22500000000000001,0,0,0.0,1,1.0,0
1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,0
7,1,0,11,14,11,4,7,7,0.44444444399999999,66,1.0,2,0.0,0.40000000000000002,0,0,8.0,1,0.57140000000000002,0
8,2,27,32,16,0,27,5,6,0.28571428600000004,47,1.0,1,0.66666666699999999,0.34375,1,1,4.75,1,0.875,0
12,1,0,20,24,66,7,13,11,2.0,74,0.0,0,0.0,0.33333333300000001,0,0,5.1666666670000003,1,0.91669999999999996,1
4,1,0,8,4,6,5,3,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
16,1,1,8,31,112,2,6,12,0.80000000000000004,150,1.0,2,0.0,0.26666666699999997,0,0,8.125,3,1.25,1
5,1,0,7,17,2,1,6,4,0.625,68,1.0,1,0.0,0.4375,0,0,12.199999999999999,5,1.3999999999999999,0
27,3,0,32,60,245,19,16,24,0.83516483500000005,345,1.0,1,0.8844221109999999,0.16923076899999998,1,6,11.518518520000001,3,1.0741000000000001,0
10,1,0,11,18,21,0,11,9,0.55555555600000006,97,1.0,4,0.0,0.21111111100000002,0,0,8.3000000000000007,1,0.90000000000000002,0
39,2,0,24,76,641,4,24,37,0.90413533800000001,453,1.0,1,0.40000000000000002,0.15526315800000001,1,1,10.256410259999999,2,0.97440000000000004,0
7,0,2,11,31,21,2,9,1,1.1666666670000001,163,1.0,0,0.0,0.59999999999999998,0,0,22.14285714,5,2.4285999999999999,0
19,1,1,15,47,81,7,8,18,0.38888888899999996,474,1.0,2,0.0,0.31578947399999996,0,0,23.78947368,8,2.1053000000000002,1
16,2,0,14,33,102,4,13,16,0.96666666700000003,144,1.0,1,0.61538461499999997,0.1953125,0,0,7.375,1,0.9375,0
2,2,0,3,7,1,2,1,1,2.0,29,0.0,0,0.9411764709999999,1.0,0,0,13.5,1,0.5,0
4,2,0,5,7,4,4,1,2,0.88888888900000007,45,0.33333333300000001,3,0.85714285700000004,0.44444444399999999,1,1,9.5,1,0.5,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
4,0,2,10,20,6,2,8,1,1.3333333329999999,85,1.0,0,0.0,0.5,0,0,20.0,5,2.0,0
8,3,0,15,36,0,1,15,5,0.64285714299999996,135,1.0,1,0.77777777799999992,0.35714285700000004,1,1,15.375,2,0.875,0
18,3,0,4,35,111,0,4,16,0.81372549000000005,200,1.0,0,0.76056338000000001,0.311111111,1,2,9.777777777999999,5,1.2778,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
21,2,0,14,25,198,8,7,16,0.80000000000000004,119,1.0,1,0.67857142900000011,0.21768707500000001,1,3,4.6190476189999998,1,0.85709999999999997,0
4,1,0,0,14,6,0,0,1,2.0,79,0.0,0,0.0,0.375,0,0,18.75,5,2.0,0
2,3,0,4,4,1,0,4,1,2.0,11,0.0,0,0.97222222200000008,0.66666666699999999,1,1,4.5,1,0.5,0
15,3,0,15,38,37,3,14,10,0.58928571399999996,217,1.0,4,0.64705882400000003,0.31428571399999999,1,1,13.199999999999999,5,1.3999999999999999,1
3,3,0,3,5,3,1,3,1,2.0,25,0.0,0,0.94594594599999993,0.77777777799999992,1,2,7.3333333329999997,1,0.66669999999999996,0
26,1,1,9,47,0,4,5,24,0.080000000000000002,236,1.0,1,0.0,0.25824175799999999,0,0,8.038461538,2,1.0,1
2,1,0,5,11,0,1,4,2,0.0,39,1.0,1,0.0,0.66666666699999999,0,0,18.0,1,0.5,1
0,1,0,0,0,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
3,1,0,3,21,1,1,2,1,0.5,88,1.0,0,0.0,0.5,0,0,28.0,5,1.6667000000000001,1
13,2,4,14,33,34,6,9,9,0.625,187,1.0,1,0.16666666699999999,0.23076923100000002,0,0,13.23076923,3,1.1537999999999999,1
2,1,0,40,2,1,40,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
6,3,0,7,13,3,1,6,4,0.0,46,1.0,1,0.79166666699999999,0.375,1,1,6.5,1,0.83330000000000004,0
6,2,0,7,5,9,3,6,6,0.66666666699999999,36,1.0,3,0.86842105299999994,0.44444444399999999,1,20,4.5,1,0.83330000000000004,0
17,2,0,25,53,104,8,17,13,0.86607142900000011,305,0.71428571400000007,1,0.53846153799999996,0.18124999999999999,1,1,16.529411759999999,2,0.76470000000000005,1
3,3,0,6,7,0,1,5,3,0.0,29,1.0,0,0.91304347799999996,0.53333333299999997,0,0,8.3333333329999988,1,0.66669999999999996,1
22,1,0,182,22,231,182,1,22,2.0,22,0.0,0,0.0,0.25974026,0,0,0.0,1,1.0,1
6,2,0,9,19,15,0,9,4,2.0,90,0.0,0,0.69230769199999997,0.25,1,2,14.0,2,1.0,0
2,1,0,3,3,0,1,2,2,0.0,12,1.0,1,0.0,0.75,0,0,4.5,1,0.5,0
1,2,0,2,4,0,1,1,1,2.0,14,0.0,0,1.0,1.0,0,0,13.0,0,0.0,0
15,3,0,14,35,57,4,11,10,0.80000000000000004,195,0.80000000000000004,3,0.6875,0.24107142899999998,0,0,11.66666667,6,1.0667,0
8,5,0,13,11,24,1,13,8,0.78571428599999993,49,1.0,1,0.87719298200000007,0.222222222,1,1,4.875,1,0.875,0
12,3,0,25,71,22,1,25,5,0.72727272700000001,391,1.0,1,0.77777777799999992,0.27272727299999999,2,3,31.166666670000001,2,0.91669999999999996,0
4,1,0,6,14,0,1,5,4,0.222222222,90,1.0,1,0.0,0.45833333299999995,0,0,20.75,3,1.25,0
16,4,0,17,29,72,7,14,16,0.81333333299999999,150,0.80000000000000004,0,0.69047619000000005,0.21875,1,1,8.0625,1,0.8125,0
6,1,1,3,14,3,3,0,6,0.20000000000000001,55,1.0,0,0.0,0.66666666699999999,0,0,8.0,1,0.83330000000000004,1
9,1,0,16,50,24,1,15,1,0.375,239,1.0,0,0.5,0.41666666700000005,1,4,25.444444440000002,10,2.1111,0
1,4,1,5,2,0,2,4,1,2.0,11,0.5,1,1.0,1.0,0,0,8.0,0,0.0,0
4,3,0,24,27,4,2,24,3,0.90476190499999998,156,1.0,2,0.91304347799999996,0.58333333300000001,0,0,36.25,3,1.0,0
14,3,1,20,32,55,3,18,11,0.78846153799999996,188,1.0,3,0.72916666699999999,0.20535714300000002,1,2,12.14285714,5,1.2142999999999999,0
7,2,0,11,21,17,6,5,6,0.66666666699999999,90,1.0,0,0.375,0.375,0,0,11.57142857,2,1.0,0
2,1,0,12,15,0,2,10,2,0.0,70,1.0,3,0.0,0.571428571,0,0,32.5,1,0.5,1
14,1,0,4,33,39,0,4,13,0.69230769199999997,231,1.0,0,0.0,0.26153846199999997,0,0,15.14285714,1,0.85709999999999997,0
5,6,0,14,26,10,1,14,4,2.0,77,0.0,0,0.93333333299999999,0.36666666700000006,0,0,14.4,1,0.59999999999999998,0
3,1,0,5,13,3,1,4,3,2.0,58,0.0,0,0.0,0.66666666699999999,0,0,18.333333329999999,3,1.3332999999999999,0
2,3,0,3,5,1,1,3,1,2.0,17,0.0,0,0.97222222200000008,0.66666666699999999,1,2,7.5,1,0.5,0
2,1,0,2,3,1,0,2,2,2.0,7,0.0,0,0.0,0.75,0,0,2.5,1,0.5,0
9,4,0,11,60,0,1,11,1,0.70833333300000001,407,0.83333333300000001,1,0.83333333300000001,0.29166666699999999,2,4,43.555555560000002,1,0.77780000000000005,0
2,4,1,9,3,1,5,4,2,2.0,5,0.0,0,0.99444444400000009,0.75,0,0,1.5,1,0.5,0
10,1,0,10,28,0,5,5,10,0.51851851900000001,136,1.0,1,0.0,0.257142857,0,0,12.300000000000001,2,0.90000000000000002,0
3,2,0,6,8,3,3,4,1,2.0,60,0.0,0,0.88888888900000007,0.5,1,1,19.0,3,1.3332999999999999,0
2,3,0,6,11,1,0,6,1,2.0,39,0.0,0,0.97222222200000008,0.66666666699999999,1,2,18.5,1,0.5,0
6,2,2,14,21,5,5,9,4,0.40000000000000002,96,1.0,1,0.73684210500000002,0.36666666700000006,0,0,14.66666667,2,1.1667000000000001,1
20,2,0,10,24,178,4,8,16,0.78947368400000006,114,1.0,1,0.69090909099999998,0.22142857100000002,1,3,4.6500000000000004,1,0.84999999999999998,0
2,2,0,3,8,1,2,1,1,2.0,40,0.0,0,0.9411764709999999,1.0,0,0,19.0,1,0.5,0
10,1,0,7,24,29,2,5,9,0.91111111099999997,110,1.0,1,0.0,0.44444444399999999,0,0,9.5,4,1.6000000000000001,1
15,3,0,6,32,61,1,5,14,0.59523809500000002,168,1.0,0,0.93617021299999992,0.36666666700000006,1,3,10.0,2,0.93330000000000002,0
10,1,0,11,10,45,8,4,10,2.0,10,0.0,0,0.0,0.25555555600000002,0,0,0.0,1,1.0,0
6,4,0,6,12,15,0,6,5,2.0,45,0.0,0,0.97916666699999999,0.29999999999999999,0,0,6.5,1,0.33329999999999999,0
4,1,0,6,4,6,4,2,4,2.0,4,0.0,0,0.0,0.55000000000000004,0,0,0.0,1,1.0,0
4,3,0,8,38,0,1,8,2,0.55555555600000006,201,1.0,0,0.91304347799999996,0.5,0,0,48.5,1,0.5,0
3,3,0,8,12,3,0,8,2,2.0,39,0.0,0,0.94594594599999993,0.66666666699999999,1,1,12.0,1,0.66669999999999996,0
5,3,0,4,10,10,1,4,3,2.0,31,0.0,0,0.85185185200000002,0.46666666700000003,1,1,5.2000000000000002,1,0.80000000000000004,0
4,1,0,1,12,0,1,0,4,0.33333333300000001,52,1.0,0,0.0,0.625,0,0,11.5,1,0.75,0
4,1,0,4,8,6,1,3,4,2.0,19,0.0,0,0.0,1.0,0,0,3.75,1,0.75,0
7,1,0,28,33,17,2,27,3,2.0,180,0.0,0,0.71428571400000007,0.28571428600000004,1,4,24.714285709999999,1,0.57140000000000002,0
11,3,3,9,30,37,3,6,4,0.66666666699999999,127,1.0,0,0.70967741900000003,0.29999999999999999,1,1,10.272727270000001,1,0.81820000000000004,1
28,1,0,8,44,300,3,7,27,0.91049382700000003,248,1.0,0,0.0,0.13636363599999998,0,0,7.4285714289999998,4,1.1429,0
18,2,2,20,64,93,7,16,9,0.74509803900000005,377,1.0,1,0.5,0.20000000000000001,1,1,19.61111111,3,0.94440000000000002,1
7,2,0,2,9,7,0,2,6,0.58333333300000001,39,1.0,1,0.72222222200000008,0.31428571399999999,1,1,4.2857142860000002,1,0.71430000000000005,0
75,2,1,56,171,2573,15,44,61,0.93066979999999999,1510,1.0,8,0.164705882,0.069256757000000002,1,1,18.826666670000002,7,1.3600000000000001,1
5,2,0,9,10,10,3,6,5,2.0,30,0.0,0,0.92682926799999998,0.35999999999999999,1,1,5.0,1,0.59999999999999998,0
48,2,1,45,124,992,2,43,42,0.92907801400000001,824,1.0,4,0.041666667000000004,0.093617020999999995,0,0,15.72916667,6,1.2292000000000001,0
