wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
11,3,0,3,24,17,0,3,10,0.67142857099999997,309,1.0,0,0.78723404299999999,0.54545454500000001,0,0,26.454545450000001,11,1.9091,0
2,3,0,1,3,1,1,0,2,2.0,7,0.0,0,0.94736842099999996,0.75,1,1,2.5,1,0.5,0
15,3,0,9,41,0,0,9,15,0.67857142900000011,204,1.0,1,0.72549019599999998,0.22500000000000001,1,2,12.33333333,2,1.5333000000000001,0
14,4,3,11,29,85,3,8,11,0.57692307700000001,108,1.0,1,0.75925925900000002,0.321428571,0,0,6.5714285710000002,4,1.2857000000000001,0
27,3,0,8,101,157,5,3,15,0.82478632500000004,1286,0.88888888900000007,1,0.29411764699999998,0.18376068399999998,1,7,45.629629629999997,4,1.1111,1
5,4,0,8,23,4,4,8,5,0.75,249,1.0,0,0.92727272700000007,0.80000000000000004,2,2,48.200000000000003,1,0.80000000000000004,0
3,1,0,2,3,3,2,0,3,1.5,4,0.0,0,0.0,0.66666666699999999,0,0,0.0,1,1.0,0
4,5,0,5,19,6,0,5,4,2.0,57,0.0,0,0.97849462400000009,0.625,2,4,13.25,2,1.0,0
6,1,0,2,11,3,1,1,4,0.59999999999999998,53,1.0,0,0.0,0.66666666699999999,0,0,7.5,1,0.83330000000000004,0
55,3,8,20,106,1313,8,12,9,0.95655270700000006,1133,1.0,2,0.40659340700000002,0.19545454500000001,0,0,19.127272730000001,10,1.8545,0
3,2,0,4,19,3,0,4,2,2.0,136,0.0,0,0.80000000000000004,0.66666666699999999,0,0,44.333333330000002,2,1.0,0
8,1,0,4,22,0,0,4,6,0.428571429,169,1.0,0,0.0,0.625,0,0,19.875,7,1.625,0
11,2,0,1,23,39,1,0,10,0.48333333299999998,136,1.0,0,0.45454545499999999,0.34848484799999996,1,1,10.81818182,1,0.54549999999999998,0
10,1,0,10,29,43,7,3,8,0.83333333300000001,91,0.5,1,0.0,0.20000000000000001,0,0,7.9000000000000004,3,1.2,0
1,3,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
3,2,1,12,22,3,2,10,2,1.5,72,0.0,0,0.86666666700000006,1.0,0,0,22.666666670000001,1,0.66669999999999996,0
9,1,0,32,36,36,32,0,7,1.1041666670000001,281,0.83333333300000001,0,0.0,0.25,0,0,29.555555559999998,11,3.0,0
7,1,0,24,8,3,24,0,7,0.66666666699999999,43,1.0,0,0.0,0.71428571400000007,0,0,4.7142857139999998,1,0.85709999999999997,0
9,1,1,4,19,30,1,3,7,0.5,130,1.0,0,0.0,0.66666666699999999,0,0,13.33333333,4,1.2222,0
63,1,2,61,144,1603,51,10,31,0.87428842500000004,2303,1.0,2,0.0,0.21370967699999999,0,0,35.015873020000001,35,3.2381000000000002,1
6,3,2,20,13,7,17,3,3,0.40000000000000002,56,1.0,1,0.73333333299999992,0.43333333299999999,1,4,8.0,1,0.66669999999999996,0
2,1,0,6,2,1,6,0,2,2.0,2,0.0,0,0.0,0.66666666699999999,0,0,0.0,1,1.0,0
22,3,0,5,47,159,0,5,19,0.90476190499999998,365,1.0,1,0.64912280700000002,0.36190476200000005,2,2,14.81818182,9,1.3635999999999999,0
17,5,0,9,34,118,2,7,17,0.97499999999999998,137,0.5,1,0.90588235299999997,0.27058823500000001,3,5,6.4705882350000001,2,1.0588,1
12,3,0,15,99,18,1,14,8,0.82644628099999995,804,1.0,1,0.77083333300000001,0.27777777800000003,2,2,65.083333330000002,18,4.8333000000000004,1
10,2,0,3,30,27,1,2,5,0.76190476200000001,245,1.0,1,0.35714285700000004,0.28333333300000002,1,1,22.800000000000001,2,1.0,0
2,3,0,9,20,1,2,7,1,2.0,128,0.0,0,0.98717948700000002,0.625,1,3,63.0,9,4.5,1
43,3,1,25,120,451,9,16,30,0.89337474099999992,920,1.0,5,0.48051948100000003,0.146825397,0,0,19.860465120000001,15,1.5116000000000001,1
22,2,28,37,44,183,31,6,7,0.52380952400000003,271,1.0,1,0.29999999999999999,0.19886363600000001,1,2,11.227272729999999,3,1.3182,0
34,5,2,15,67,295,4,11,29,0.84297520700000006,586,0.81818181800000001,1,0.74590163900000006,0.17320261399999998,3,15,15.91176471,5,1.7941,1
2,3,0,3,4,1,1,2,1,2.0,19,0.0,0,0.9375,1.0,2,2,8.0,1,0.5,0
3,1,0,3,6,3,1,2,2,2.0,16,0.0,0,0.0,0.33333333300000001,0,0,4.3333333329999997,1,0.66669999999999996,0
4,3,0,3,16,2,0,3,4,0.66666666699999999,76,1.0,0,0.92500000000000004,0.5,1,1,17.5,3,1.25,0
11,3,0,8,26,0,0,8,11,0.0,76,1.0,1,0.78723404299999999,0.287878788,2,2,5.8181818179999993,1,0.90910000000000002,0
4,1,0,7,20,4,4,3,2,0.88888888900000007,187,0.33333333300000001,0,0.0,0.5,0,0,45.0,9,3.5,1
56,2,2,51,169,1200,37,16,35,0.84886363599999992,1842,0.875,2,0.40963855399999999,0.15584415599999998,1,5,31.60714286,14,2.1964000000000001,1
5,5,0,8,16,0,5,3,3,0.58333333300000001,105,1.0,1,0.93181818199999999,0.58333333300000001,1,1,19.399999999999999,9,2.2000000000000002,0
5,1,0,3,41,10,1,2,4,2.0,241,0.0,0,0.0,0.35999999999999999,0,0,47.200000000000003,7,4.2000000000000002,0
7,1,0,3,26,0,1,2,7,0.5,218,1.0,0,0.0,0.47619047600000003,0,0,29.571428569999998,5,2.2856999999999998,0
17,5,0,6,35,130,0,6,12,0.99107142900000011,207,1.0,0,0.86991869900000007,0.35294117600000002,2,3,10.764705879999999,3,1.1765000000000001,1
4,1,0,6,33,0,1,5,2,0.33333333300000001,157,1.0,1,0.0,0.53333333299999997,0,0,37.5,2,0.75,0
5,3,0,6,26,0,0,6,4,0.375,141,1.0,0,0.90243902400000009,0.46666666700000003,0,0,26.800000000000001,1,0.80000000000000004,0
9,4,0,11,54,10,1,11,7,0.80357142900000011,345,1.0,0,0.87096774200000004,0.31481481500000003,1,1,36.555555560000002,1,0.88890000000000002,1
3,2,0,1,10,0,0,1,1,0.0,67,1.0,1,0.71428571400000007,0.66666666699999999,1,1,20.333333329999999,1,0.66669999999999996,0
6,1,0,3,10,0,0,3,6,0.40000000000000002,52,1.0,1,0.0,0.375,0,0,7.3333333329999997,2,1.0,0
4,5,0,7,15,0,6,2,4,0.33333333300000001,77,1.0,0,0.95384615400000006,0.4375,1,1,18.0,5,2.0,0
4,1,0,2,6,0,0,2,4,0.33333333300000001,19,1.0,0,0.0,0.625,0,0,3.5,1,0.75,0
9,1,1,4,32,34,1,3,0,0.9375,145,1.0,1,0.0,0.48148148099999999,0,0,14.88888889,1,0.88890000000000002,0
8,5,0,11,31,0,6,5,8,0.69387755099999993,329,0.571428571,1,0.84444444400000007,0.25,1,4,39.25,19,4.625,0
15,4,0,14,83,47,0,14,8,0.82142857099999989,566,1.0,1,0.85714285700000004,0.244897959,2,2,36.200000000000003,4,1.2,0
1,1,0,3,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
17,1,0,8,67,90,7,1,13,0.703125,878,1.0,1,0.0,0.29375000000000001,0,0,50.176470590000001,11,2.5293999999999999,0
24,4,2,7,50,270,2,5,20,0.43478260899999999,250,1.0,1,0.70666666700000003,0.16203703699999999,2,15,9.375,5,1.375,0
4,1,0,8,20,0,4,4,4,0.77777777799999992,106,1.0,1,0.0,0.625,0,0,24.75,5,1.75,0
27,2,0,11,53,229,8,3,23,0.80219780200000002,405,1.0,0,0.5,0.13804713800000001,1,1,13.74074074,6,1.5185,1
10,3,0,8,32,15,2,6,10,0.66666666699999999,166,1.0,1,0.76923076900000009,0.29999999999999999,1,1,15.300000000000001,3,1.3999999999999999,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
10,4,0,15,36,3,6,9,10,0.58333333300000001,249,1.0,2,0.79545454500000001,0.26666666699999997,1,3,23.5,7,2.3999999999999999,0
11,4,3,12,41,19,3,9,9,0.81666666700000001,240,0.66666666699999999,0,0.811320755,0.29090909100000001,0,0,20.272727270000001,4,1.2726999999999999,0
12,1,0,3,22,44,1,2,5,0.80519480499999996,156,1.0,1,0.0,0.26190476200000001,0,0,11.41666667,4,1.25,0
12,3,0,14,58,0,0,14,11,0.606060606,303,1.0,1,0.77083333300000001,0.226190476,2,3,24.0,3,1.25,1
2,3,0,3,8,1,1,3,2,2.0,33,0.0,0,0.96969696999999999,1.0,0,0,15.5,1,0.5,0
15,3,0,10,77,41,0,10,12,0.78571428599999993,725,1.0,3,0.73999999999999999,0.25,1,1,46.799999999999997,2,1.2666999999999999,1
7,3,0,4,38,0,0,4,3,0.83333333300000001,258,1.0,1,0.88095238099999995,0.44444444399999999,1,1,35.285714290000001,1,0.71430000000000005,0
4,1,0,6,4,6,5,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
4,4,0,5,8,4,2,3,3,0.83333333300000001,42,1.0,1,0.94444444400000005,0.58333333300000001,1,1,9.0,2,1.0,0
21,4,2,9,55,162,4,5,18,0.70999999999999996,361,1.0,1,0.768115942,0.19375000000000001,2,9,15.95238095,6,1.619,0
4,4,0,3,12,0,0,3,3,0.66666666699999999,55,1.0,0,0.93333333299999999,0.625,1,1,12.25,4,1.5,0
19,1,2,9,21,145,4,5,18,0.95486111099999993,143,1.0,3,0.0,0.230263158,0,0,5.6842105260000002,1,0.94740000000000002,1
12,3,0,11,75,44,1,11,7,0.93636363599999994,455,0.5,0,0.77083333300000001,0.23611111100000001,0,0,36.083333330000002,4,1.75,0
6,1,0,9,6,15,8,1,6,1.2,10,0.0,0,0.0,0.72222222200000008,0,0,0.0,1,1.0,0
3,5,0,7,14,3,6,2,3,2.0,52,0.0,0,0.96875,0.55555555600000006,1,1,16.333333329999999,3,1.6667000000000001,0
7,2,0,5,27,0,1,4,7,0.5,115,1.0,0,0.59999999999999998,0.47619047600000003,0,0,15.14285714,4,1.2857000000000001,0
14,3,2,8,38,83,2,6,8,0.74358974400000011,220,1.0,1,0.73999999999999999,0.297619048,1,1,14.5,4,1.2142999999999999,1
11,2,3,11,39,7,9,2,10,0.9606060609999999,605,1.0,1,0.58333333300000001,0.25974026,0,0,51.0,15,2.9091,0
17,1,0,2,81,100,1,1,9,0.71250000000000002,654,0.80000000000000004,0,0.0,0.27450980399999997,0,0,37.176470590000001,7,2.0588000000000002,0
2,2,1,17,14,0,13,5,2,0.0,103,0.0,1,0.875,0.66666666699999999,0,0,50.0,1,0.5,0
15,3,0,25,44,45,16,10,13,0.61904761899999994,311,1.0,3,0.68181818199999999,0.21666666699999998,1,1,19.333333329999999,6,1.8667,0
29,2,102,184,66,346,181,8,19,0.83928571400000007,375,1.0,3,0.243243243,0.19157088100000003,1,1,11.724137929999999,5,1.3448,0
34,4,0,10,92,39,0,10,29,0.72348484800000001,710,1.0,2,0.64367816099999997,0.148484848,3,4,19.647058820000002,5,1.9117999999999999,1
4,1,0,2,13,6,1,1,4,2.0,45,0.0,0,0.0,0.625,0,0,10.25,2,1.0,0
7,1,0,15,23,5,7,8,6,0.44444444399999999,148,1.0,2,0.0,0.52380952400000003,0,0,19.714285709999999,3,1.1429,0
19,4,0,8,84,103,0,8,14,0.92948717900000011,1034,1.0,1,0.821052632,0.26984127000000002,0,0,52.052631580000003,1,0.89470000000000005,0
1,3,0,1,2,0,0,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
8,5,0,10,23,0,6,4,8,0.76190476200000001,197,0.5,0,0.84444444400000007,0.34999999999999998,1,4,22.875,6,2.25,0
15,1,0,7,34,75,2,5,11,0.90000000000000002,286,0.69999999999999996,0,0.0,0.20833333300000001,0,0,17.399999999999999,5,1.5333000000000001,0
6,1,1,8,22,15,3,5,3,0.80000000000000004,163,0.0,0,0.0,0.30555555600000001,0,0,25.833333329999999,4,1.3332999999999999,0
4,3,0,3,18,4,0,3,3,1.0,111,1.0,0,0.92500000000000004,0.75,2,2,26.25,2,1.0,0
7,1,0,16,7,21,15,1,7,2.0,7,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
2,1,0,2,8,1,1,1,2,2.0,48,0.0,0,0.0,0.5,0,0,23.0,1,0.5,0
0,1,0,1,0,0,1,0,0,2.0,48,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
24,4,0,7,43,222,0,7,20,0.94373401499999998,309,0.52941176499999998,0,0.67605633799999998,0.375,2,2,11.16666667,8,1.375,0
3,1,0,1,4,1,1,0,3,0.5,14,1.0,0,0.0,0.66666666699999999,0,0,3.3333333330000001,1,0.66669999999999996,0
4,4,0,3,7,0,1,2,4,0.0,161,1.0,0,0.92857142900000011,0.75,2,4,38.5,1,0.5,0
1,7,0,1,7,0,0,1,1,2.0,40,0.0,0,1.0,1.0,0,0,37.0,0,0.0,0
4,2,0,8,10,0,6,2,4,0.33333333300000001,125,1.0,0,0.75,0.5,0,0,29.5,2,1.0,0
14,5,0,7,49,7,1,6,7,0.73504273499999995,488,1.0,0,0.69999999999999996,0.25,2,5,33.214285709999999,12,1.7857000000000001,1
3,1,0,3,18,0,2,1,3,0.25,204,1.0,0,0.0,0.66666666699999999,0,0,65.666666669999998,2,1.0,0
4,4,12,15,7,4,12,3,3,0.66666666699999999,22,1.0,1,0.92857142900000011,0.5,0,0,4.25,1,0.5,0
8,4,2,9,24,8,2,7,6,0.74285714299999994,143,1.0,3,0.85365853700000005,0.428571429,1,3,16.25,4,1.5,0
9,2,0,4,19,10,1,3,6,0.72916666699999999,159,1.0,1,0.52941176499999998,0.27777777800000003,1,1,16.0,3,1.1111,0
3,4,0,4,9,3,1,3,3,2.0,27,0.0,0,0.97222222200000008,0.55555555600000006,0,0,8.0,3,1.0,0
22,3,0,13,80,59,0,13,17,0.97744360900000005,678,1.0,1,0.63793103399999995,0.47727272700000001,1,1,28.954545450000001,8,1.8182,0
11,4,2,8,38,45,2,6,6,0.77500000000000002,202,1.0,0,0.89655172400000005,0.28571428600000004,0,0,17.0,6,1.7273000000000001,0
4,4,0,4,13,0,1,3,4,0.0,87,1.0,0,0.92857142900000011,0.75,2,4,20.5,1,0.5,0
12,1,0,2,42,0,1,1,12,0.38636363600000001,234,1.0,0,0.0,0.44444444399999999,0,0,18.166666670000001,4,1.5832999999999999,0
5,1,0,2,7,4,2,0,0,0.5,39,1.0,0,0.0,0.69999999999999996,0,0,6.2000000000000002,1,0.59999999999999998,0
12,5,0,10,52,60,2,9,10,0.54545454500000001,213,1.0,0,0.87341772200000001,0.27777777800000003,3,6,16.666666670000001,4,1.4167000000000001,0
5,1,0,31,5,10,31,0,5,2.0,5,0.0,0,0.0,0.53333333299999997,0,0,0.0,1,1.0,0
19,1,0,23,69,81,11,12,14,0.85648148099999999,517,1.0,4,0.0,0.18333333300000001,0,0,25.578947370000002,6,1.8421000000000001,0
4,2,0,1,15,6,0,1,1,1.3333333329999999,49,1.0,0,0.84210526299999999,1.0,1,1,11.0,1,0.75,0
1,4,0,1,3,0,1,0,1,2.0,6,0.0,0,1.0,1.0,0,0,5.0,0,0.0,0
14,3,0,17,48,41,1,16,11,0.76923076900000009,384,1.0,2,0.73999999999999999,0.26190476200000001,1,1,25.928571430000002,26,3.0,1
2,4,0,2,4,1,0,2,1,2.0,20,0.0,0,0.97142857099999991,0.75,1,1,9.0,3,1.5,0
3,1,0,2,13,1,1,1,3,1.4411764709999999,76,0.058823529000000006,1,0.0,0.5,0,0,18.666666670000001,4,1.6667000000000001,0
7,3,0,9,39,1,0,9,7,0.70833333300000001,260,1.0,2,0.86046511599999997,0.28571428600000004,2,2,35.571428570000002,1,0.85709999999999997,1
7,3,3,12,26,9,3,9,4,1.0416666670000001,106,0.375,0,0.86046511599999997,0.428571429,0,0,13.0,3,1.1429,0
1,1,0,1,1,0,1,0,1,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,4,0,9,33,0,0,9,6,0.68000000000000005,205,1.0,1,0.93975903599999999,0.41666666700000005,2,4,32.333333330000002,1,0.83330000000000004,0
11,2,0,17,15,13,15,3,11,0.75,97,1.0,3,0.20000000000000001,0.22077922100000003,0,0,7.2727272729999992,1,0.72729999999999995,0
2,2,0,3,13,1,1,2,2,2.0,48,0.0,0,0.875,0.75,0,0,23.0,5,2.5,0
24,4,0,45,68,244,41,6,22,0.80434782599999999,397,1.0,1,0.73611111099999993,0.211180124,2,14,15.375,6,1.9582999999999999,1
25,1,1,13,59,248,9,4,20,0.875,290,1.0,1,0.0,0.17333333300000001,0,0,10.359999999999999,6,1.3999999999999999,0
3,2,0,5,12,3,1,4,1,2.0,40,0.0,0,0.85714285700000004,0.66666666699999999,0,0,12.33333333,1,0.66669999999999996,0
9,1,0,5,57,34,2,3,2,1.0833333329999999,566,0.222222222,0,0.0,0.303571429,0,0,60.888888889999997,2,0.88890000000000002,1
3,2,0,4,6,0,1,3,3,0.0,30,1.0,0,0.81818181800000001,0.66666666699999999,0,0,8.6666666670000012,2,1.0,0
49,4,1,31,210,844,1,30,28,0.87740384599999999,2937,1.0,2,0.624,0.127314815,0,0,58.408163270000003,13,1.4490000000000001,1
6,5,2,8,21,15,2,6,5,2.0,83,0.0,0,0.95535714299999996,0.41666666700000005,1,1,12.83333333,3,1.1667000000000001,1
7,3,0,11,28,0,2,9,7,0.25,122,1.0,0,0.83333333300000001,0.28571428600000004,1,1,16.14285714,1,0.85709999999999997,0
3,4,0,4,9,3,1,3,3,2.0,27,0.0,0,0.97222222200000008,0.55555555600000006,0,0,8.0,3,1.0,0
1,1,0,2,1,0,2,0,0,2.0,2064,0.0,0,0.0,0.0,0,0,2052.0,0,0.0,0
8,1,2,5,22,6,4,1,6,0.67857142900000011,185,1.0,0,0.0,0.625,0,0,21.125,4,1.875,1
11,6,0,6,34,39,0,6,7,0.90000000000000002,195,1.0,1,0.94478527599999995,0.29999999999999999,4,10,16.18181818,5,1.2726999999999999,1
8,4,0,6,26,22,0,6,6,0.571428571,95,1.0,0,0.92857142900000011,0.40625,1,1,10.75,2,1.0,0
12,1,0,8,34,26,6,3,6,0.65151515199999999,341,1.0,0,0.0,0.3125,0,0,26.916666670000001,1,0.83330000000000004,0
7,1,0,5,16,0,0,5,6,0.5,86,1.0,0,0.0,0.64285714299999996,0,0,11.0,1,0.85709999999999997,0
2,3,0,3,15,1,0,3,0,2.0,58,0.0,0,0.95238095200000006,0.66666666699999999,1,1,28.0,1,0.5,0
1,1,0,26,1,0,25,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
14,1,0,30,96,87,8,23,10,0.88461538500000003,905,1.0,2,0.0,0.192307692,0,0,63.5,10,1.7142999999999999,1
21,1,2,14,47,124,10,4,18,0.69999999999999996,575,0.85714285700000004,0,0.0,0.325396825,0,0,26.047619050000002,10,2.6189999999999998,0
5,3,3,6,12,2,4,2,5,0.625,48,1.0,0,0.90243902400000009,0.46666666700000003,0,0,8.1999999999999993,1,0.80000000000000004,0
13,2,0,8,37,60,1,8,7,0.83333333300000001,331,1.0,0,0.56000000000000005,0.41666666700000005,2,3,24.07692308,4,1.3077000000000001,0
6,4,0,5,25,15,0,5,5,2.0,94,0.0,0,0.94791666699999999,0.83333333300000001,1,1,14.66666667,3,1.1667000000000001,0
0,1,0,4,0,0,2,2,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
6,2,0,4,34,11,0,4,5,0.59999999999999998,236,0.33333333300000001,1,0.82758620700000007,0.66666666699999999,1,2,37.833333330000002,6,1.6667000000000001,1
5,4,0,6,17,6,2,6,5,0.75,94,1.0,0,0.92727272700000007,0.59999999999999998,2,2,17.399999999999999,3,1.2,0
24,4,0,14,85,180,0,14,13,0.78260869599999994,741,1.0,0,0.71052631599999994,0.32608695700000001,2,2,29.541666670000001,7,1.625,1
3,1,0,12,38,3,1,11,2,1.5,182,0.0,0,0.0,0.83333333300000001,0,0,59.333333330000002,12,4.3333000000000004,0
39,1,0,21,94,461,11,11,33,0.78684210499999996,559,1.0,6,0.0,0.15384615400000001,0,0,13.07692308,7,1.6922999999999999,0
4,4,0,4,20,0,1,3,4,0.77777777799999992,162,0.66666666699999999,0,0.92857142900000011,0.75,2,4,38.75,1,0.5,0
20,4,0,7,42,148,0,7,15,0.91866028700000002,263,0.54545454500000001,0,0.71641790999999999,0.38750000000000001,2,3,11.6,6,1.3999999999999999,0
1,4,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
9,1,1,63,15,14,61,2,9,0.4375,103,1.0,1,0.0,0.55555555600000006,0,0,10.222222220000001,1,0.66669999999999996,0
10,5,0,6,29,0,1,5,7,0.688888889,212,1.0,0,0.77777777799999992,0.29999999999999999,2,5,19.699999999999999,5,1.2,0
1,1,0,0,2,0,0,0,1,2.0,16,0.0,0,0.0,1.0,0,0,3.0,0,0.0,1
22,3,0,12,71,163,1,11,17,0.86734693900000004,783,1.0,5,0.64912280700000002,0.25170068000000001,2,2,33.954545449999998,22,2.6818,1
6,5,0,8,21,0,5,3,6,0.59999999999999998,104,0.5,0,0.88372092999999996,0.33333333300000001,2,5,16.0,4,1.6667000000000001,0
10,3,0,2,20,21,0,2,9,0.59999999999999998,129,1.0,0,0.80434782599999999,0.40000000000000002,1,1,11.4,1,0.90000000000000002,0
5,3,9,18,12,10,16,2,4,2.0,62,0.0,0,0.88235294099999995,0.53333333299999997,1,1,11.4,5,2.0,0
2,4,0,2,4,1,0,2,1,2.0,20,0.0,0,0.97142857099999991,0.75,1,1,9.0,3,1.5,0
7,5,0,4,18,0,1,3,5,0.70833333300000001,126,1.0,0,0.84848484800000001,0.47619047600000003,2,5,16.428571430000002,5,1.2857000000000001,0
2,2,0,8,34,1,1,7,2,2.0,346,0.0,0,0.95833333300000001,1.0,1,1,172.0,1,0.5,0
3,1,0,69,3,3,69,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,5,0,1,12,15,1,0,6,2.0,74,0.0,0,0.95454545499999999,0.5,2,7,11.33333333,3,1.8332999999999999,0
31,3,0,29,119,277,19,15,19,0.74444444400000009,900,1.0,0,0.55223880599999997,0.20788530499999999,1,5,27.838709680000001,16,2.5806,1
24,4,0,13,103,176,1,12,18,0.80818414299999997,1046,1.0,1,0.77227722799999998,0.17499999999999999,0,0,41.875,6,1.4167000000000001,1
33,2,0,15,130,434,2,14,23,0.94084821400000007,1220,0.92857142900000011,2,0.50793650800000001,0.328125,1,5,35.121212120000003,26,2.5152000000000001,0
5,3,0,4,15,4,0,4,5,0.75,90,1.0,0,0.90243902400000009,0.53333333299999997,0,0,16.399999999999999,1,0.80000000000000004,0
3,1,0,11,28,3,1,10,2,1.5,111,0.0,0,0.0,0.83333333300000001,0,0,35.666666669999998,7,2.6667000000000001,0
2,2,0,2,15,1,0,2,2,2.0,73,0.0,0,0.875,0.75,0,0,35.5,6,3.0,0
1,5,0,1,3,0,0,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,0
13,3,4,12,42,54,5,7,8,0.79166666699999999,233,1.0,1,0.71428571400000007,0.26153846199999997,1,3,16.61538462,6,2.0,1
4,4,0,6,29,6,0,6,1,1.1666666670000001,164,0.5,0,0.94230769199999997,1.0,3,5,39.5,7,2.5,0
4,1,1,2,7,4,2,0,3,0.66666666699999999,502,0.5,0,0.0,0.55555555600000006,0,0,124.0,4,1.25,0
13,1,2,12,37,56,4,10,4,0.77083333300000001,269,1.0,2,0.0,0.20512820500000001,0,0,19.38461538,7,1.3846000000000001,0
4,4,0,3,11,0,0,3,4,0.0,84,1.0,0,0.94594594599999993,0.4375,0,0,19.75,12,3.25,0
